@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute rent numeric
@attribute type {apartment,townhouse,house,duplex,manufactured,condo,loft,flat,cottage/cabin,in-law,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute laundry_options {'laundry in bldg','w/d in unit','w/d hookups','laundry on site','no laundry on site'}
@attribute parking_options {'off-street parking','attached garage','detached garage',carport,'street parking','valet parking','no parking'}
@attribute price_per_sqft numeric
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
839,apartment,700,1,1,1,0,1,0,0,0,'laundry on site','off-street parking',1.198571,1,0,2,197,yes
950,apartment,872,2,1,1,1,1,0,0,0,?,?,1.08945,2,0,3,199,yes
2275,apartment,752,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',3.025266,2,0,2,274,yes
585,apartment,550,1,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.063636,2,0,2,65,yes
1235,house,1857,3,1,1,1,1,0,0,0,?,?,0.665051,2,0,4,17,yes
815,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.905556,0,0,3,152,yes
1675,apartment,992,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.688508,2,0,4,165,yes
1568,apartment,872,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.798165,2,0,4,1,yes
1053,townhouse,900,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.17,2,0,3,191,no
625,townhouse,841,2,1,0,0,1,0,0,0,'w/d in unit',?,0.743163,0,0,3,375,yes
995,apartment,1470,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.676871,2,0,5,170,yes
950,apartment,800,2,1,0,0,1,0,0,0,'laundry in bldg',?,1.1875,0,0,3,49,yes
1100,apartment,950,2,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.157895,0,0,4,23,yes
925,apartment,816,2,2,1,1,1,0,0,0,?,?,1.133578,2,0,4,94,yes
650,apartment,850,1,1,1,1,0,0,0,0,'laundry on site',?,0.764706,2,0,2,356,yes
2310.069004,house,1972.437787,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.176211,0,0,6,76,no
1119,apartment,1438,3,2,1,1,1,1,0,0,'w/d in unit','attached garage',0.778164,2,1,5,225,yes
925,apartment,553,1,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',1.672694,2,0,2,107,yes
873,apartment,758,1,1,1,1,0,1,0,1,'w/d in unit','attached garage',1.151715,2,1,2,250,yes
825,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',0.684647,2,0,5,147,yes
1975,condo,767,1,1,0,0,1,0,0,0,'laundry on site','attached garage',2.574967,0,0,2,86,yes
675,apartment,475,1,1,1,1,0,0,0,0,'laundry on site',carport,1.421053,2,0,2,461,yes
1245,apartment,864,2,1,0,0,0,0,0,0,?,carport,1.440972,0,0,3,99,yes
2352.619303,house,2560.673938,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.912081,1,0,6,179,no
2565,apartment,1287,2,2,1,1,0,0,0,0,'w/d hookups',?,1.993007,2,0,4,325,yes
3000,apartment,1000,2,1,0,0,0,0,0,0,'laundry in bldg','detached garage',3,0,0,3,398,yes
665,apartment,667,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.997001,2,0,2,1211,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
1288.946149,apartment,1050,4,2,1,1,1,0,0,0,'laundry in bldg',carport,1.230123,2,0,6,107,no
2324.391198,house,3918.673491,5,3,0,0,0,0,0,0,'w/d in unit','attached garage',0.601163,1,0,8,179,no
2650,apartment,979,2,2,0,0,1,1,0,0,'w/d in unit','attached garage',2.706844,0,1,4,695,yes
2275,apartment,1600,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',1.421875,2,0,5,142,yes
1117.450891,apartment,860,2,1,0,0,0,0,0,0,'laundry on site',carport,1.299362,0,0,3,143,yes
299.108874,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',0.99703,0,0,2,124,yes
732,apartment,907,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.807056,2,0,5,146,yes
575,apartment,550,1,1,1,1,0,1,0,1,'laundry on site','off-street parking',1.045455,2,1,2,249,yes
825,apartment,1205,3,2,1,1,0,0,0,0,'w/d hookups','street parking',0.684647,2,0,5,175,yes
1650,house,1700,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.970588,0,0,5,31,yes
700,apartment,600,1,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',1.166667,0,0,2,127,yes
1395,apartment,784,2,2,0,0,1,0,0,0,'w/d in unit','detached garage',1.779337,0,0,4,47,yes
2795,apartment,1617,1,1,1,1,0,0,0,0,'w/d in unit','attached garage',1.72851,2,0,2,72,yes
2256.371907,apartment,1409.337157,4,1,1,1,0,1,0,0,'w/d in unit','off-street parking',1.631224,1,0,5,231,no
1775,apartment,636,1,1,0,0,1,0,0,0,?,?,2.790881,0,0,2,221,yes
465,apartment,600,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.775,2,0,2,42,yes
809,apartment,775,1,1,1,1,1,0,0,0,'laundry on site',?,1.043871,2,0,2,175,yes
975,apartment,707,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.379066,2,0,2,223,yes
905,apartment,650,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.392308,2,0,2,158,yes
715,apartment,754,1,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',0.948276,2,0,2,114,yes
550,duplex,525,1,1,0,0,1,0,0,0,?,?,1.047619,0,0,2,48,yes
1476,apartment,1200,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.23,2,0,4,80,yes
616.025398,apartment,1472,4,4,1,1,0,1,0,1,'w/d in unit','off-street parking',0.414353,2,1,8,461,no
1401,apartment,926,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.512959,2,0,4,187,yes
740,apartment,1010,2,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.732673,2,0,4,112,yes
799,apartment,1000,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.799,2,0,3,79,yes
1850,house,1919.033709,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.963769,2,0,6,55,no
792,apartment,375,0,1,1,1,1,0,0,1,'laundry on site',?,2.112,2,0,1,172,yes
1275,apartment,864,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.475694,2,0,2,365,yes
750,house,2953.941491,4,3,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.25631,0,0,7,72,no
1327,apartment,737,2,1,1,1,1,0,0,0,'laundry on site',carport,1.800543,2,0,3,168,yes
850,apartment,800,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.0625,2,0,2,164,yes
605,apartment,1025,2,2,1,1,0,0,0,0,'laundry on site',?,0.590244,2,0,4,401,yes
630,apartment,944,2,2,1,1,1,0,0,0,'w/d hookups',?,0.667373,2,0,4,85,yes
799,apartment,1000,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.799,2,0,3,97,yes
1154,apartment,732,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.576503,2,0,2,64,yes
893,apartment,970,3,2,0,0,1,0,0,0,'laundry on site',carport,0.920619,0,0,5,42,yes
2207.750294,house,2811.710501,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.787404,1,0,6,122,no
1029,apartment,1049,2,2,1,1,1,0,0,0,'w/d hookups','street parking',0.980934,2,0,4,1,yes
834,apartment,681,1,1,1,1,1,1,0,0,'w/d in unit','off-street parking',1.22467,2,1,2,267,yes
869,apartment,1040,2,2,1,1,1,0,0,0,'w/d hookups',?,0.835577,2,0,4,321,yes
1441,apartment,960,2,0,1,1,1,0,0,0,?,?,1.501042,2,0,2,601,yes
1788.067347,house,1884.254588,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.950652,0,0,6,166,no
2500,apartment,700,2,1,0,0,0,1,0,1,'laundry on site','off-street parking',3.571429,0,1,3,50,yes
950,duplex,1336,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',0.711078,2,0,5,70,yes
817.251199,house,2942.976784,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.270668,0,0,7,45,no
1300,house,1645,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.790274,2,0,6,46,no
1665.452869,house,3882.632908,5,3,0,0,0,0,0,0,'w/d hookups','attached garage',0.501734,0,0,8,68,no
850,apartment,851,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.998825,2,0,2,126,yes
1195,apartment,1200,2,1,0,0,0,0,0,0,'laundry in bldg','attached garage',0.995833,0,0,3,52,yes
1145,apartment,1365,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.838828,0,0,5,188,yes
3585,apartment,890,1,1,1,1,0,1,1,1,'w/d in unit','attached garage',4.02809,2,2,2,182,yes
1205,apartment,970,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.242268,2,0,4,260,yes
1050,apartment,986,2,2,1,1,0,0,0,0,'w/d hookups',carport,1.064909,2,0,4,252,yes
1937.973904,house,1997.88596,4,2,0,1,0,0,0,0,'w/d hookups','attached garage',0.963106,2,0,6,102,no
899,apartment,1100,3,2,1,1,0,1,0,0,'w/d in unit','off-street parking',0.817273,2,1,5,235,yes
1600,apartment,900,1,1,0,0,1,0,0,0,'laundry on site',carport,1.777778,0,0,2,68,yes
1270,apartment,1260,2,2,0,0,1,0,0,0,'w/d in unit',?,1.007937,0,0,4,320,yes
1450,apartment,578,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',2.508651,0,0,2,156,yes
982.187096,house,1689.242038,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.592452,2,1,6,44,no
765,apartment,1080,2,2,0,0,0,0,0,0,'laundry on site','off-street parking',0.708333,0,0,4,469,yes
1299,apartment,858,2,2,1,1,0,0,0,0,'laundry on site','off-street parking',1.513986,2,0,4,177,yes
743,apartment,755,1,1,1,1,1,0,0,0,?,?,0.984106,2,0,2,135,yes
710,apartment,850,2,1,1,1,1,0,0,0,'w/d hookups','attached garage',0.835294,2,0,3,153,yes
775,apartment,991,2,2,1,1,1,0,0,0,'w/d in unit',?,0.782038,2,0,4,220,yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,64,no
1322.374152,house,2021.340336,4,2,0,0,1,0,0,0,'w/d hookups','off-street parking',0.640322,0,0,6,240,no
955,apartment,1250,3,2,1,1,1,0,0,0,?,?,0.764,2,0,5,195,yes
1536,apartment,1205,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',1.274689,2,0,5,275,yes
1060,apartment,1080,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.981481,0,0,5,119,yes
2200,house,2200,4,3,0,0,0,0,0,0,'w/d hookups','attached garage',1,0,0,7,52,no
895,apartment,730,2,1,0,0,1,0,0,0,'laundry on site',carport,1.226027,0,0,3,191,yes
1300,apartment,755,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.721854,2,0,2,98,yes
1220,apartment,707,1,1,1,1,0,0,0,0,'w/d in unit',carport,1.725601,2,0,2,473,yes
799,apartment,618,1,1,1,1,1,0,0,0,'w/d hookups','street parking',1.29288,2,0,2,182,yes
1000,apartment,955,2,2,1,1,1,1,0,0,'w/d in unit','off-street parking',1.04712,2,1,4,202,yes
898,apartment,972,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.923868,2,0,4,295,yes
599,apartment,699,1,1,1,1,1,0,0,0,'laundry on site',?,0.856938,2,0,2,238,yes
618.129979,apartment,1472,4,4,1,1,0,1,0,1,'w/d in unit','off-street parking',0.418868,2,1,8,461,no
920,apartment,1004,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.916335,2,0,3,247,yes
835,apartment,981,3,2,1,1,1,0,0,0,'laundry on site','off-street parking',0.851172,2,0,5,183,yes
729,house,2802,4,3,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.260171,0,0,7,82,no
1270,apartment,730,1,1,1,1,0,0,0,0,'laundry on site',carport,1.739726,2,0,2,274,yes
745,apartment,1121,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.664585,2,0,5,73,yes
1725,apartment,627,1,1,1,1,0,0,0,0,'laundry on site',carport,2.751196,2,0,2,283,yes
1499,apartment,938,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.598081,2,0,4,43,yes
569.963333,house,2245.304197,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',0.247366,0,0,7,126,no
545,apartment,850,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.641176,2,0,3,80,yes
995,house,600,1,1,0,0,1,0,0,0,?,'street parking',1.658333,0,0,2,44,yes
563.991343,apartment,1289.212366,4,1,0,0,1,0,0,0,'w/d in unit','off-street parking',0.431401,0,0,5,83,no
4000,duplex,1720,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',2.325581,2,0,5,128,yes
1000,house,1707.133382,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.585744,1,0,6,62,no
825,apartment,600,1,1,1,0,0,0,0,0,'laundry on site','off-street parking',1.375,1,0,2,204,yes
1350,house,1805,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',0.747922,2,0,5,101,yes
1620,apartment,1151,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.407472,2,0,5,292,yes
1750,house,1800,3,2,1,1,1,0,0,1,'w/d in unit','off-street parking',0.972222,2,0,5,88,yes
1255,apartment,460,1,1,1,1,1,0,0,0,'laundry in bldg',?,2.728261,2,0,2,93,yes
1005,apartment,868,2,2,1,1,1,0,0,0,'laundry on site','off-street parking',1.157834,2,0,4,266,yes
1920,house,2257.658237,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.847164,2,0,7,61,no
731,apartment,700,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.044286,2,0,2,187,yes
575,apartment,750,2,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.766667,2,0,3,122,yes
710,apartment,686,1,1,0,0,1,0,0,0,?,?,1.034985,0,0,2,152,yes
799,apartment,705,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.133333,2,0,2,169,yes
1065,apartment,730,2,1,0,0,1,0,0,0,'laundry on site',carport,1.458904,0,0,3,233,yes
795,apartment,940,2,1,0,0,1,0,0,0,?,?,0.845745,0,0,3,118,yes
1250,apartment,937,2,2,0,0,1,0,0,0,'w/d in unit',carport,1.334045,0,0,4,277,yes
1395,in-law,700,1,1,1,1,0,0,0,0,?,?,1.992857,2,0,2,197,yes
995,apartment,1560,3,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.637821,2,0,5,170,yes
1500,house,1910,4,3,1,1,1,0,0,0,?,'attached garage',0.78534,2,0,7,46,yes
2575,townhouse,2100,4,3,1,1,0,0,0,0,'w/d in unit','attached garage',1.22619,2,0,7,144,no
1915,apartment,1556,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',1.23072,2,0,5,137,yes
1350,house,1240,3,2,0,0,0,0,0,0,?,'off-street parking',1.08871,0,0,5,280,yes
1145,apartment,726,1,1,1,1,0,0,0,0,?,?,1.577135,2,0,2,279,yes
769.93901,house,1399.033607,4,1,0,0,0,0,0,0,'w/d hookups','off-street parking',0.521878,0,0,6,172,no
1425,apartment,1136,3,2,1,1,1,1,0,0,'w/d hookups','attached garage',1.254401,2,1,5,233,yes
1455.00198,house,1259.991232,4,1,1,1,0,0,0,0,'laundry in bldg','off-street parking',1.141034,1,0,6,52,no
1650,house,1275,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.294118,0,0,5,265,yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,64,no
865,apartment,651,1,1,0,0,1,0,0,0,'laundry on site',carport,1.328725,0,0,2,38,yes
1050,apartment,800,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.3125,2,0,2,129,yes
3232.562455,townhouse,1917.547905,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',1.678948,0,0,8,88,no
783.166637,house,1405.047798,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.553971,1,0,6,96,no
1265,apartment,988,2,2,0,0,1,0,0,0,'w/d in unit',carport,1.280364,0,0,4,224,yes
1600,apartment,920,2,2,1,1,1,0,0,0,'laundry on site',carport,1.73913,2,0,4,86,yes
1065,apartment,730,2,1,0,0,1,0,0,0,'laundry on site',carport,1.458904,0,0,3,233,yes
1650,duplex,1700,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.970588,0,0,5,79,yes
1265.701334,house,2000.627263,4,2,0,0,1,0,0,0,'w/d hookups','off-street parking',0.628906,0,0,6,209,no
1796,apartment,889,2,2,0,0,1,0,0,0,'w/d in unit',carport,2.020247,0,0,4,64,yes
2915.375617,house,1330,3,2,0,0,1,0,0,0,?,?,2.192012,0,0,5,199,yes
1395,house,1555,4,2,0,0,1,0,0,0,?,?,0.897106,0,0,6,199,no
1289,apartment,1100,3,2,1,1,1,1,0,0,'w/d in unit',carport,1.171818,2,1,5,109,yes
2375,apartment,698,1,1,1,1,1,0,1,0,'w/d in unit','off-street parking',3.402579,2,1,2,254,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
780,apartment,912,2,2,1,1,1,0,0,0,'w/d in unit',carport,0.855263,2,0,4,146,yes
850,apartment,846,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',1.004728,2,0,4,100,yes
650,apartment,850,1,1,1,1,0,0,0,0,'laundry on site',?,0.764706,2,0,2,350,yes
1000,apartment,930,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.075269,2,0,4,148,yes
2385.681884,house,2383.250459,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.998167,0,0,6,224,no
1958.971986,house,2000,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.987936,0,0,6,150,no
985,duplex,1214,3,1,0,0,0,0,0,0,'w/d in unit','off-street parking',0.811367,0,0,4,24,yes
1850,apartment,1231,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.502843,2,0,5,165,yes
2730,apartment,815,2,2,1,1,0,0,0,0,'laundry in bldg','attached garage',3.349693,2,0,4,32,yes
1250,house,1938.796782,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.643622,2,0,6,63,no
1051.890493,apartment,1256,4,2,1,1,1,1,0,0,'w/d in unit','off-street parking',0.837305,1,0,6,296,no
1155,apartment,949,2,1,0,0,0,0,0,0,'laundry on site',?,1.217071,0,0,3,136,yes
848.978941,apartment,1080.915137,4,3,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.825668,2,0,7,107,no
989.731041,house,2021.228685,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.488666,2,0,6,215,no
2490,apartment,1312,3,2,1,1,1,0,0,0,'w/d in unit','attached garage',1.897866,2,0,5,248,yes
1695,house,2451.428253,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.687219,0,0,6,282,no
850,duplex,1506,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',0.564409,2,0,5,110,yes
1270,apartment,882,2,1,1,1,1,0,0,0,'w/d in unit',carport,1.439909,2,0,3,112,yes
929.047312,apartment,1909.465819,4,3,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.487989,2,1,7,70,no
1882.598899,house,1988.874991,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.950903,0,0,6,168,no
2238.035644,house,2149.960682,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.031982,0,0,6,110,no
995,apartment,1073,2,2,1,1,1,0,0,0,?,?,0.927307,2,0,4,136,yes
1430,apartment,960,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',1.489583,2,0,4,314,yes
700,apartment,1250,2,1,0,0,1,0,0,0,'laundry in bldg','detached garage',0.56,0,0,3,92,yes
1120,apartment,843,2,1,0,0,1,0,0,0,?,?,1.328588,0,0,3,297,yes
1281,apartment,610,1,1,0,0,1,0,0,0,?,?,2.1,0,0,2,145,yes
1750,house,2171,4,2,1,1,0,0,0,0,'w/d in unit','attached garage',0.80608,2,0,6,148,no
892.451441,house,2463.024958,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.363777,2,0,6,94,no
2235,apartment,1115,2,2,1,1,1,0,0,0,'w/d in unit',carport,2.004484,2,0,4,318,yes
1295,house,742,2,1,0,0,1,0,0,0,'w/d in unit',?,1.745283,0,0,3,292,yes
995,duplex,1000,3,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.995,2,0,4,46,yes
1600,apartment,899,1,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.779755,2,0,2,264,yes
2480,apartment,770,1,1,1,1,1,0,0,0,'laundry in bldg','attached garage',3.220779,2,0,2,272,yes
1380,house,1636,3,2,1,1,1,0,0,0,'w/d in unit',?,0.843521,2,0,5,249,yes
850,apartment,1269,3,2,0,0,1,0,0,0,?,?,0.669819,0,0,5,179,yes
1308,apartment,1377,3,2,1,1,1,0,0,0,'w/d in unit',?,0.949891,2,0,5,238,yes
610,apartment,510,1,1,0,0,1,0,0,0,'laundry on site',carport,1.196078,0,0,2,174,yes
1054,apartment,800,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.3175,2,0,4,180,yes
800,apartment,1200,2,2,1,1,0,0,0,0,'w/d hookups',?,0.666667,2,0,4,203,yes
474,house,1495,4,1,0,1,1,0,0,0,'laundry in bldg','off-street parking',0.317057,1,0,5,78,no
1375,house,1688.443362,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.814504,0,0,6,214,no
643,apartment,675,1,1,1,1,1,0,0,0,?,'no parking',0.952593,2,0,2,179,yes
1765,apartment,860,2,2,1,1,1,0,0,0,'w/d in unit','attached garage',2.052326,2,0,4,193,yes
2550,house,1450,2,1,0,0,1,0,0,0,'laundry on site','detached garage',1.758621,0,0,3,55,yes
1325,apartment,1413,3,2,1,1,0,1,0,0,'w/d in unit',?,0.937721,2,1,5,208,yes
1798.688872,house,1770.817863,4,1,1,1,0,0,0,0,'w/d in unit','attached garage',1.007944,1,0,5,47,no
300,apartment,300,0,1,1,1,0,1,0,1,'no laundry on site','street parking',1,2,1,1,154,yes
1850,apartment,1231,3,2,1,1,1,0,0,0,'w/d in unit',carport,1.502843,2,0,5,184,yes
1750,apartment,1517,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',1.153593,2,0,5,107,yes
325,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',1.083333,0,0,2,123,yes
985,apartment,1264,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',0.779272,0,0,6,43,no
3100,duplex,482,1,1,0,0,1,0,1,0,'w/d in unit','detached garage',6.431535,0,1,2,62,yes
2197.256112,house,2232.316773,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.999488,0,0,6,129,no
1606.079076,house,1415.659955,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',1.135757,0,0,6,132,no
3500,apartment,700,2,2,0,0,1,0,0,0,'laundry on site',carport,5,0,0,4,55,yes
1025,house,962,3,1,1,1,1,0,0,0,'w/d hookups','street parking',1.065489,2,0,4,196,yes
2125.156346,house,2515.992761,4,2,1,1,1,0,0,0,'w/d in unit','attached garage',0.857656,1,0,6,59,no
1085,apartment,825,1,1,1,1,0,1,0,0,'w/d hookups',?,1.315152,2,1,2,83,yes
1200,house,1972,4,3,0,0,1,0,0,0,'w/d hookups','off-street parking',0.608519,0,0,7,127,yes
1615,apartment,750,1,1,1,1,1,1,0,0,'laundry on site',carport,2.153333,2,1,2,436,yes
975,apartment,800,2,1,1,0,1,0,0,0,?,?,1.21875,1,0,3,276,yes
1270,apartment,611,1,1,1,1,1,0,0,0,'w/d in unit',?,2.07856,2,0,2,235,yes
1525,apartment,945,2,1,1,1,1,0,0,0,'w/d in unit',?,1.613757,2,0,3,149,yes
820,apartment,578,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.418685,2,0,2,122,yes
595,apartment,615,1,1,0,0,1,0,0,0,?,?,0.96748,0,0,2,137,yes
1400,apartment,919,2,1,1,1,1,0,0,0,'w/d hookups',?,1.523395,2,0,3,176,yes
985,apartment,1050,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.938095,0,0,4,263,yes
1235,apartment,1396,3,0,1,1,1,0,0,0,?,?,0.88467,2,0,3,260,yes
815,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.905556,0,0,3,152,yes
1425,apartment,720,1,1,1,1,1,0,0,0,'laundry on site',carport,1.979167,2,0,2,217,yes
1050,house,1324,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.793051,0,0,6,59,no
920,apartment,1095,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',0.840183,2,0,4,149,yes
1450,apartment,992,2,2,1,1,0,0,0,0,'w/d hookups',carport,1.461694,2,0,4,274,yes
950,duplex,1508,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',0.629973,2,0,5,156,yes
950,duplex,1508,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',0.629973,2,0,5,156,yes
1800,house,1935,4,2,0,1,1,0,0,0,'w/d hookups','attached garage',0.930233,1,0,6,149,no
566,apartment,372,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.521505,2,0,1,164,yes
1302,apartment,1161,2,2,0,0,1,0,0,0,?,?,1.121447,0,0,4,300,yes
950,apartment,1000,2,1,1,1,1,0,0,0,?,?,0.95,2,0,3,237,yes
580,apartment,460,0,1,1,1,1,0,0,0,'laundry on site',carport,1.26087,2,0,1,207,yes
939,apartment,960,2,2,1,1,1,0,0,0,'laundry on site',?,0.978125,2,0,4,177,yes
1416,apartment,1058,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.338374,2,0,4,94,yes
525,manufactured,800,2,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.65625,2,0,3,61,yes
805,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',?,1.463636,2,0,2,238,yes
1150,apartment,774,1,1,0,0,1,0,0,0,'w/d in unit',carport,1.485788,0,0,2,156,yes
1710,apartment,765,2,1,1,1,0,0,0,0,'w/d in unit',?,2.235294,2,0,3,277,yes
1349,apartment,1050,3,2,1,1,1,0,0,0,'w/d hookups',?,1.284762,2,0,5,117,yes
1100,apartment,750,2,1,0,0,1,0,0,0,'laundry on site',carport,1.466667,0,0,3,175,yes
698,apartment,675,1,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',1.034074,0,0,2,44,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
1375,apartment,750,1,1,1,1,1,0,0,0,'w/d in unit',?,1.833333,2,0,2,124,yes
